Property ID|Location|Price|Bedrooms|Bathrooms|Size|Price SQ Ft|Status
1683935|Atascadero|369000|3|2|1514|243.73|Short Sale
1683968|Paulo Pablo|239900|3|2|1080|222.13|Foreclosure
1684045|Grover Beach|249500|2|2|1088|229.32|Short Sale
1684276|Solvang|557000|4|2|1809|307.9|Short Sale
1684309|Thomas County|339900|6|3|2053|165.56|Foreclosure
1684397|Nipomo|149900|2|2|969|154.7|Short Sale
1684463|Arroyo Grande|849900|3|4|3375|251.82|Short Sale
1684474|Lompoc|307000|3|2|1594|192.6|Foreclosure
1684727|Thomas County|259000|4|3|1900|136.32|Short Sale
1684760|Thomas County|165000|3|2|1050|157.14|Short Sale
1684848|Thomas County|289900|3|2|1414|205.02|Foreclosure
1684925|Nipomo|879000|3|4|3698|237.7|Short Sale
1684969|Thomas County|220000|3|2|1200|183.33|Short Sale
1685035|Atascadero|309000|3|3|1685|183.38|Short Sale
1685167|Paulo Pablo|580000|3|3|2271|255.39|Short Sale
1685277|Thomas County|459900|2|2|1150|399.91|Short Sale
1685354|Thomas County|299000|5|3|2481|120.52|Short Sale
1685530|Thomas County|309900|4|3|1600|193.69|Short Sale
1685574|Paulo Pablo|287000|3|2|1269|226.16|Short Sale
1685849|Grover Beach|310000|3|2|1200|258.33|Short Sale
1685904|Atascadero|229900|3|2|1198|191.9|Foreclosure
1685948|Buellton|377000|3|2|1363|276.6|Foreclosure
1686036|Lompoc|295000|4|2|1973|149.52|Short Sale
1686168|Thomas County|225000|3|2|1516|148.42|Short Sale
1686234|Thomas County|130000|3|2|1080|120.37|Short Sale
1686454|Thomas County|169990|2|1|920|184.77|Short Sale
1686597|Thomas County|145000|3|2|1027|141.19|Foreclosure
1686773|Greenfield|184800|4|2|2018|91.58|Foreclosure
1687070|Thomas County|189900|3|2|1253|151.56|Foreclosure
1687081|Thomas County|249000|3|2|1062|234.46|Short Sale
1687147|Thomas County|185000|4|2|1934|95.66|Short Sale
1687202|Atascadero|145000|2|2|1041|139.29|Short Sale
1687224|Paulo Pablo|429000|5|3|2700|158.89|Foreclosure
1687466|Arroyo Grande|419000|2|2|1587|264.02|Short Sale
1687521|Thomas County|245000|3|3|1859|131.79|Short Sale
1687675|Thomas County|289900|4|3|2400|120.79|Short Sale
1687708|Thomas County|175000|3|2|1110|157.66|Short Sale
1687752|Thomas County|139000|3|2|1075|129.3|Short Sale
1687862|Arroyo Grande|514900|4|3|2035|253.02|Foreclosure
1687917|Pismo Beach|549000|3|2|1858|295.48|Short Sale
1688104|Atascadero|235000|3|3|1261|186.36|Short Sale
1688280|Atascadero|399000|6|3|2628|151.83|Foreclosure
1688500|Los Osos|259900|3|2|1120|232.05|Short Sale
1688643|Lompoc|350900|3|2|1686|208.13|Foreclosure
1688676|Nipomo|1399900|4|4|5190|269.73|Short Sale
1688973|Thomas County|399000|3|2|1840|216.85|Short Sale
1689017|Solvang|399000|3|2|1204|331.4|Short Sale
1689072|Atascadero|199000|2|1|973|204.52|Short Sale
1689116|Thomas County|350000|3|2|1622|215.78|Short Sale
1689215|Nipomo|296800|4|2|2125|139.67|Foreclosure
1689270|Thomas County|165000|3|2|1204|137.04|Short Sale
1689336|Thomas County|210000|3|3|1750|120|Short Sale
1689666|San Miguel|229000|3|2|1458|157.06|Short Sale
1689963|San Miguel|199500|3|2|1184|168.5|Short Sale
1690029|Thomas County|110000|3|2|1000|110|Short Sale
1690117|Paulo Pablo|264900|3|3|1197|221.3|Foreclosure
1690216|Atascadero|449900|3|3|2135|210.73|Foreclosure
1690348|Thomas County|159900|3|2|1114|143.54|Short Sale
1690612|Paulo Pablo|429000|4|2|1870|229.41|Short Sale
1690623|Grover Beach|265000|1|1|566|468.2|Short Sale
1690667|Nipomo|279900|2|2|1134|246.83|Short Sale
1690810|Thomas County|174900|3|2|1100|159|Foreclosure
1690909|Lompoc|158900|4|2|1144|138.9|Foreclosure
1691074|Thomas County|150000|3|2|1349|111.19|Short Sale
1691118|Buellton|269000|3|3|1281|209.99|Short Sale
1691206|Atascadero|489900|3|3|1957|250.33|Foreclosure
1691327|Thomas County|256000|4|2|1174|218.06|Short Sale
1691448|Atascadero|335000|4|3|2400|139.58|Short Sale
1691459|Santa Bay|435000|3|2|1236|351.94|Short Sale
1691514|Thomas County|280000|3|3|1910|146.6|Short Sale
1691569|Paulo Pablo|409000|4|2|2064|198.16|Foreclosure
1691580|Paulo Pablo|409000|4|2|2064|198.16|Foreclosure
1691591|Paulo Pablo|399000|4|3|1888|211.33|Foreclosure
1691613|Paulo Pablo|389000|4|2|1862|208.92|Foreclosure
1691635|Nipomo|222600|3|2|1106|201.27|Foreclosure
1691701|Thomas County|140000|3|2|1200|116.67|Short Sale
1691789|Soledad|220000|5|3|2408|91.36|Foreclosure
1691800|Nipomo|650000|3|3|2703|240.47|Short Sale
1691822|Lompoc|405000|3|2|1728|234.38|Short Sale
1691877|Paulo Pablo|409000|3|2|1960|208.67|Foreclosure
1692108|Thomas County|164900|3|2|1092|151.01|Foreclosure
1692229|Santa Margarita|59900|1|1|628|95.38|Foreclosure
1692350|Thomas County|199900|3|2|1275|156.78|Short Sale
1692504|Atascadero|95000|2|1|756|125.66|Foreclosure
1692515|La Oceana|170000|2|2|885|192.09|Short Sale
1692526|San Miguel|720000|4|4|3531|203.91|Foreclosure
1692592|Thomas County|204000|3|2|1712|119.16|Short Sale
1692636|Thomas County|220000|3|2|1100|200|Short Sale
1692691|Buellton|498900|4|3|1500|332.6|Foreclosure
1692900|Thomas County|229900|3|2|1671|137.58|Short Sale
1693065|San Luis Obispo|531905|3|2|1668|318.89|Foreclosure
1693153|Thomas County|114900|2|1|775|148.26|Foreclosure
1693197|Guadalupe|145000|3|2|1200|120.83|Short Sale
1693329|Lompoc|191330|4|2|1237|154.67|Foreclosure
1693384|Lompoc|199900|4|2|1338|149.4|Short Sale
1693439|Thomas County|266800|4|3|2100|127.05|Short Sale
1693483|San Miguel|84900|2|2|1222|69.48|Foreclosure
1693505|Thomas County|250000|3|2|1807|138.35|Short Sale
1693560|Thomas County|220000|4|2|1352|162.72|Short Sale
1693681|Lompoc|227900|3|2|1503|151.63|Foreclosure
1693967|Buellton|384900|4|2|1571|245|Foreclosure
1694055|Paulo Pablo|529000|4|3|2502|211.43|Short Sale
1694066|Thomas County|159900|3|2|1526|104.78|Foreclosure
1694110|Atascadero|199000|3|2|1007|197.62|Short Sale
1694165|Lompoc|125000|3|3|1306|95.71|Foreclosure
1694308|Bakersfield|91500|3|2|1313|69.69|Short Sale
1694374|Thomas County|155000|3|2|1593|97.3|Short Sale
1694418|Paulo Pablo|409000|3|3|2203|185.66|Short Sale
1694484|Atascadero|949000|5|4|5200|182.5|Short Sale
1694528|Atascadero|90000|2|1|756|119.05|Short Sale
1694638|Thomas County|300000|3|3|2328|128.87|Foreclosure
1694660|Thomas County|179900|3|2|1008|178.47|Short Sale
1694726|Grover Beach|349000|3|2|1346|259.29|Short Sale
1694781|Nipomo|220000|3|2|1112|197.84|Foreclosure
1694814|Thomas County|155000|3|2|1340|115.67|Short Sale
1694825|Paulo Pablo|390000|4|2|2236|174.42|Short Sale
1694990|Thomas County|425000|5|4|3039|139.85|Short Sale
1695001|Thomas County|249900|3|2|1733|144.2|Short Sale
1695012|Thomas County|239000|4|3|1947|122.75|Short Sale
1695221|Buellton|395000|4|3|1868|211.46|Short Sale
1695243|Buellton|375000|3|3|1475|254.24|Short Sale
1695265|Buellton|395000|4|3|1868|211.46|Short Sale
1695276|Buellton|395000|4|3|1868|211.46|Short Sale
1695309|Thomas County|230000|4|3|1927|119.36|Short Sale
1695441|Thomas County|189000|3|2|1292|146.28|Foreclosure
1695496|Paulo Pablo|304900|3|2|1657|184.01|Foreclosure
1695595|Thomas County|169900|3|2|1300|130.69|Foreclosure
1695617|Thomas County|286500|3|2|1700|168.53|Short Sale
1695683|San Miguel|325000|4|2|2400|135.42|Short Sale
1695694|Grover Beach|375000|3|2|1278|293.43|Short Sale
1695749|Paulo Pablo|278000|3|2|1396|199.14|Foreclosure
1695771|Paulo Pablo|149000|3|2|1368|108.92|Short Sale
1695837|Thomas County|209000|3|2|1520|137.5|Short Sale
1695859|Thomas County|95000|2|2|900|105.56|Short Sale
1695881|Thomas County|199900|3|2|1407|142.08|Short Sale
1695925|Thomas County|185000|3|2|1170|158.12|Short Sale
1696002|Lompoc|449900|4|3|3035|148.24|Foreclosure
1696167|Thomas County|310000|5|4|2900|106.9|Short Sale
1696189|Thomas County|239900|4|2|1656|144.87|Short Sale
1696200|Thomas County|187900|2|2|980|191.73|Foreclosure
1696211|Arroyo Grande|450000|3|2|1916|234.86|Short Sale
1696255|San Luis Obispo|440000|3|3|1756|250.57|Short Sale
1696453|Thomas County|260000|3|2|1278|203.44|Short Sale
1696563|New Cuyama|40900|3|1|1201|34.05|Short Sale
1696651|Paulo Pablo|249000|3|2|1275|195.29|Short Sale
1696662|Atascadero|349000|3|3|2000|174.5|Short Sale
1696684|Thomas County|175000|3|2|1200|145.83|Short Sale
1696706|Atascadero|449970|3|2|2000|224.99|Foreclosure
1696794|Grover Beach|419000|3|2|1902|220.29|Short Sale
1696827|Arroyo Grande|400000|3|3|1568|255.1|Short Sale
1696849|Thomas County|185000|3|2|1257|147.18|Short Sale
1697036|Thomas County|139900|2|2|1100|127.18|Short Sale
1697069|Thomas County|174900|3|2|1461|119.71|Foreclosure
1697113|Soledad|165360|4|2|1353|122.22|Foreclosure
1697124|Thomas County|169000|3|2|1200|140.83|Short Sale
1697278|Thomas County|240000|3|3|2039|117.7|Short Sale
1697344|Thomas County|364000|4|3|2150|169.3|Short Sale
1697388|Arroyo Grande|250000|1|1|748|334.22|Short Sale
1697399|Thomas County|299900|4|3|1969|152.31|Foreclosure
1697421|Thomas County|281900|4|3|2357|119.6|Foreclosure
1697432|Grover Beach|349900|3|1|1522|229.89|Short Sale
1697487|Thomas County|220000|3|2|1850|118.92|Short Sale
1697520|Templeton|774800|3|4|3123|248.09|Foreclosure
1697542|Thomas County|135000|3|2|1200|112.5|Short Sale
1697575| Lompoc|149900|3|1|1000|149.9|Regular
1697597|Paulo Pablo|599000|3|2|2082|287.7|Foreclosure
1697608|Thomas County|179000|3|2|1200|149.17|Foreclosure
1697619|Thomas County|177000|3|2|1500|118|Foreclosure
1697619|Thomas County|177000|3|2|1500|118|Regular
1697630| Nipomo|122500|4|2|1248|98.16|Regular
1697652|Thomas County|239500|3|2|1400|171.07|Short Sale
1697685|Paulo Pablo|214900|3|2|1080|198.98|Foreclosure
1697718|Thomas County|275000|3|2|1460|188.36|Short Sale
1697773| Arroyo Grande|425000|3|2|1437|295.76|Regular
1697784|San Simeon|274900|2|2|1218|225.7|Foreclosure
1697795| Nipomo|175000|2|2|1152|151.91|Regular
1697806| Santa Bay|535000|2|2|1410|379.43|Regular
1697817| Pismo Beach|540000|2|1|817|660.95|Regular
1697828| Cambria|389000|2|2|703|553.34|Regular
1697850|Paulo Pablo|250000|3|2|1425|175.44|Short Sale
1697872| Paulo Pablo|425000|3|2|1807|235.2|Regular
1697883| Out Of Area|1195000|5|4|3800|314.47|Regular
1697894| Los Osos|1350000|3|3|2502|539.57|Regular
1697916|Thomas County|78500|1|1|800|98.13|Foreclosure
1697927| Paulo Pablo|549000|3|2|2237|245.42|Regular
1697938| Thomas County|399900|4|2|1860|215|Regular
1697949|Atascadero|699000|10|11|4905|142.51|Short Sale
1697960| Thomas County|129000|2|2|1200|107.5|Regular
1697971| Cambria|480000|2|2|1698|282.69|Regular
1697993|Nipomo|189000|3|1|1022|184.93|Foreclosure
1698015| Pismo Beach|639900|3|2|2080|307.64|Regular
1698026| Thomas County|699900|5|4|3000|233.3|Regular
1698037| Grover Beach|999000|3|3|3621|275.89|Regular
1698070| Arroyo Grande|599000|3|2|1570|381.53|Regular
1698081| Thomas County|365000|4|2|1860|196.24|Regular
1698092|Cambria|359900|3|2|1840|195.6|Foreclosure
1698103| Arroyo Grande|995000|4|4|3740|266.04|Regular
1698114|Lompoc|193450|4|2|1217|158.96|Foreclosure
1698136|Thomas County|179900|3|3|1520|118.36|Short Sale
1698158|Grover Beach|329900|3|2|1240|266.05|Short Sale
1698169| Templeton|509000|3|2|1936|262.91|Regular
1698180| Atascadero|995000|3|3|2044|486.79|Regular
1698191| Pismo Beach|545000|3|2|1946|280.06|Regular
1698202| Pismo Beach|795000|3|3|2028|392.01|Regular
1698213| Atascadero|830000|4|3|2700|307.41|Regular
1698224| Arroyo Grande|54500|2|1|624|87.34|Regular
1698235| Arroyo Grande|149000|3|2|1800|82.78|Regular
1698246| Thomas County|36000|2|2|1056|34.09|Regular
1698257| Paulo Pablo|349000|3|2|1467|237.9|Regular
1698279|Thomas County|299900|4|3|2150|139.49|Short Sale
1698290| Santa Bay|469000|4|2|2004|234.03|Regular
1698323| La Oceana|1195000|2|2|1044|1144.64|Regular
1698334|Solvang|419900|3|2|1576|266.43|Foreclosure
1698367| Los Osos|189000|2|2|1536|123.05|Regular
1698378|Lompoc|163900|3|2|1082|151.48|Foreclosure
1698389|Lompoc|163900|3|2|1237|132.5|Foreclosure
1698400| Los Osos|648000|3|3|2193|295.49|Regular
1698411|Thomas County|130000|3|2|1022|127.2|Short Sale
1698422|Atascadero|264900|3|2|1232|215.02|Foreclosure
1698477|Thomas County|189900|4|2|1435|132.33|Foreclosure
1698488|Thomas County|200000|4|2|1430|139.86|Short Sale
1698510| Arroyo Grande|1249000|3|3|2480|503.63|Regular
1698532| Cayucos|525000|3|3|1832|286.57|Regular
1698543| Cambria|729000|3|3|1953|373.27|Regular
1698554|Thomas County|109900|3|2|1100|99.91|Foreclosure
1698565| Thomas County|850000|3|2|2481|342.6|Regular
1698587|Thomas County|249500|3|2|1704|146.42|Short Sale
1698598|La Oceana|179900|3|2|1161|154.95|Foreclosure
1698609| Los Osos|149000|3|2|1440|103.47|Regular
1698620| Creston|549000|3|2|1701|322.75|Regular
1698631| Atascadero|435000|3|2|1536|283.2|Regular
1698642| Atascadero|299000|3|2|1310|228.24|Regular
1698653| Los Osos|625000|3|2|2187|285.78|Regular
1698675|Thomas County|399000|4|3|2100|190|Short Sale
1698697|Out Of Area|186900|4|2|1511|123.69|Regular
1698708| Cambria|1290000|3|3|2130|605.63|Regular
1698719|Solvang|264900|2|3|1400|189.21|Foreclosure
1698730|Lompoc|198900|3|2|1225|162.37|Foreclosure
1698752| Paulo Pablo|318000|3|3|1868|170.24|Regular
1698774| Cambria|2000000|4|4|3576|559.28|Regular
1698785| Cambria|598000|2|3|2219|269.49|Regular
1698807|Paulo Pablo|439900|3|3|2508|175.4|Foreclosure
1698851| Pismo Beach|920000|3|3|2817|326.59|Regular
1698862|Thomas County|179900|3|2|1972|91.23|Short Sale
1698873|Templeton|325000|2|1|952|341.39|Short Sale
1698884| Grover Beach|369000|3|2|1080|341.67|Regular
1699005| Thomas County|312900|3|2|1454|215.2|Regular
1699071| Atascadero|575000|3|3|1961|293.22|Regular
1699082| Thomas County|26500|2|2|1344|19.72|Regular
1699093| San Luis Obispo|2369000|5|6|4174|567.56|Regular
1699104| Atascadero|67500|2|2|120|562.5|Regular
1699126| San Luis Obispo|1490000|3|3|3201|465.48|Regular
1699137| Santa Bay|652000|3|2|1427|456.9|Regular
1699148| Atascadero|449000|3|3|2100|213.81|Regular
1699159| Santa Bay|982800|3|2|2306|426.19|Regular
1699170|Thomas County|235000|4|3|2100|111.9|Short Sale
1699192| Paulo Pablo|579900|4|3|3166|183.16|Regular
1699214|Thomas County|250000|3|2|1280|195.31|Short Sale
1699225|Coalinga|100000|3|1|870|114.94|Short Sale
1699236|Coalinga|125000|2|1|960|130.21|Short Sale
1699247| Cambria|650000|2|2|919|707.29|Regular
1699258|Thomas County|119900|2|2|1034|115.96|Foreclosure
1699269|San Miguel|209900|3|2|1356|154.79|Foreclosure
1699291| Paulo Pablo|524900|3|2|2380|220.55|Regular
1699302|Atascadero|349000|5|3|3000|116.33|Short Sale
1699302| Atascadero|349000|5|3|3000|116.33|Regular
1699313| Cambria|825000|2|3|1840|448.37|Regular
1699324|Grover Beach|255000|3|2|1189|214.47|Short Sale
1699335|Nipomo|259000|4|2|1336|193.86|Short Sale
1699346|Paulo Pablo|199000|2|1|832|239.18|Short Sale
1699357|Thomas County|410000|5|3|2100|195.24|Foreclosure
1699368| Paulo Pablo|199000|3|1|940|211.7|Regular
1699379| Paulo Pablo|270000|3|2|1344|200.89|Regular
1699390| Cayucos|695000|2|2|1437|483.65|Regular
1699401| Cambria|2995000|5|4|3684|812.98|Regular
1699412| Paulo Pablo|131900|1|2|300|439.67|Regular
1699423| Cambria|995000|4|3|2717|366.21|Regular
1699434| Thomas County|250000|4|3|2097|119.22|Regular
1699445|Arroyo Grande|239800|5|2|1575|152.25|Foreclosure
1699456| Atascadero|425000|6|3|2628|161.72|Regular
1699467| Arroyo Grande|525000|3|2|1750|300|Regular
1699478| Pismo Beach|459900|3|2|1346|341.68|Regular
1699511|Atascadero|229900|3|2|1041|220.85|Foreclosure
1699533|Out Of Area|199900|3|2|1526|131|Regular
1699544| Arroyo Grande|599000|4|2|1728|346.64|Regular
1699566|Thomas County|197600|4|2|1378|143.4|Foreclosure
1699588| Thomas County|355000|2|1|1145|310.04|Regular
1699610| Paulo Pablo|339900|3|2|1325|256.53|Regular
1699632| Thomas County|299000|3|3|1850|161.62|Regular
1699643|Soledad|166800|4|2|1765|94.5|Foreclosure
1699665|Grover Beach|379000|4|2|1631|232.37|Short Sale
1699676|Santa Ynez|1395000|4|4|2693|518.01|Short Sale
1699687|Thomas County|150000|3|2|1316|113.98|Short Sale
1699698| San Luis Obispo|475000|3|2|1382|343.7|Regular
1699709|Thomas County|265000|4|3|2300|115.22|Foreclosure
1699720|Atascadero|265000|3|2|1617|163.88|Short Sale
1699731| Los Osos|225000|2|2|1150|195.65|Regular
1699742|Paulo Pablo|249900|2|2|1674|149.28|Foreclosure
1699753| Arroyo Grande|509000|3|2|1543|329.88|Regular
1699775| Paulo Pablo|214900|2|2|1351|159.07|Regular
1699786| Arroyo Grande|5499000|4|5|5060|1086.76|Regular
1699808| Thomas County|349900|3|2|2000|174.95|Regular
1699830| Solvang|125000|2|2|1536|81.38|Regular
1699841|Cambria|549000|2|2|924|594.16|Short Sale
1699852| Cambria|865000|3|3|1860|465.05|Regular
1699863| Bradley|1600000|3|3|2640|606.06|Regular
1699874| Nipomo|1065000|4|4|3395|313.7|Regular
1699896|Templeton|625000|3|2|1850|337.84|Foreclosure
1699918| Thomas County|249999|3|2|1000|250|Regular
1699929| Arroyo Grande|975000|4|3|2720|358.46|Regular
1699951|La Oceana|204900|2|1|992|206.55|Short Sale
1700006| Atascadero|355000|3|2|1737|204.38|Regular
1700017|Out Of Area|134900|3|3|1435|94.01|Regular
1700028|Thomas County|199900|5|3|1671|119.63|Short Sale
1700050|Thomas County|349900|4|3|2800|124.96|Short Sale
1700083|Thomas County|99000|2|2|900|110|Foreclosure
1700094|Coalinga|409000|4|3|2507|163.14|Short Sale
1700116| Pismo Beach|339000|2|2|1440|235.42|Regular
1700127| San Miguel|595000|3|3|2238|265.86|Regular
1700138| Pismo Beach|849500|3|3|2725|311.74|Regular
1700149| Paulo Pablo|399000|2|3|1772|225.17|Regular
1700160| Paulo Pablo|399000|4|2|1947|204.93|Regular
1700171| Solvang|525000|3|2|1720|305.23|Regular
1700182| Paulo Pablo|319900|3|3|1605|199.31|Regular
1700215| Paulo Pablo|495000|3|2|1877|263.72|Regular
1700226|San Luis Obispo|372000|3|2|1104|336.96|Foreclosure
1700325| Arroyo Grande|589000|3|2|1975|298.23|Regular
1700380| Cambria|1100000|3|3|2392|459.87|Regular
